Symbol	CellType	Source	index	duplicated	prior
DHX58	Macrophages_M1	LM22	796	1	0
DOCK9	Endothelial_cells	Tirosh	1362	0	1
DPEP2	Eosinophils	LM22	1041	1	0
DPEP2	Neutrophils	LM22	1099	1	0
DPP4	CD4_memory_act_Tcells	LM22	369	1	1
DPP4	CD4_memory_rest_Tcells	LM22	311	2	1
DPP4	CD4_naive_Tcells	LM22	253	2	1
DPP4	CD8_Tcells	LM22	189	2	1
DPP4	NK_activated	LM22	646	2	1
DPP4	Tcells_reg	LM22	471	1	1
DPT	CAFs	Tirosh	1408	0	1
DPYSL2	Tregs	Tirosh	1591	0	1
DSC1	CD4_naive_Tcells	LM22	254	1	0
DSC1	CD8_Tcells	LM22	190	1	0
DUSP16	Tregs	Tirosh	1568	0	1
DUSP2	CD8_Tcells	LM22	191	1	0
DUSP2	Tcells_gamma_delta	LM22	534	1	0
DUSP4	Tregs	Tirosh	1537	0	1
DYSF	Endothelial_cells	Tirosh	1359	0	1
EAF2	B_cells_naive	LM22	20	1	0
EAF2	Plasma_cells	LM22	133	1	0
EBI3	DC_activated	LM22	923	1	0
EBI3	Macrophages_M1	LM22	797	2	0
EBI3	Macrophages_M2	LM22	841	1	0
ECE1	Endothelial_cells	Tirosh	1371	0	1
ECSCR	Endothelial_cells	Tirosh	1307	0	1
EFNA1	Endothelial_cells	Tirosh	1373	0	1
EFNA5	Tcells_reg	LM22	472	0	1
EGFL7	Endothelial_cells	Tirosh	1320	0	1
EGR2	DC_resting	LM22	882	0	1
EID1	Tregs	Tirosh	1609	0	1
EIF4A1	Tregs	Tirosh	1674	0	1
ELANE	NK_resting	LM22	590	0	1
ELK3	Endothelial_cells	Tirosh	1350	0	1
ELN	CAFs	Tirosh	1471	0	1
ELTD1	Endothelial_cells	Tirosh	1327	0	1
EMCN	Endothelial_cells	Tirosh	1325	0	1
EMP3	Tregs	Tirosh	1649	0	1
EMR1	Eosinophils	LM22	1042	0	1
EMR2	Eosinophils	LM22	1043	1	0
EMR2	Neutrophils	LM22	1100	1	0
EMR3	Eosinophils	LM22	1044	1	0
EMR3	Neutrophils	LM22	1101	1	0
ENO1	Tregs	Tirosh	1507	0	1
EOMES	CD8_Exhausted	Danaher	1851	0	1
EPB41	CD4_memory_rest_Tcells	LM22	312	0	1
EPCAM	epithelial	literature	1797	0	1
EPHA1	CD4_naive_Tcells	LM22	255	0	1
EPN2	Eosinophils	LM22	1045	0	1
EPS15	Tregs	Tirosh	1639	0	1
ERG	Endothelial_cells	Tirosh	1315	0	1
ERI1	Tregs	Tirosh	1693	0	1
ESAM	Endothelial_cells	Tirosh	1321	0	1
ETS1	CD4_memory_rest_Tcells	LM22	313	0	1
ETV3	DC_activated	LM22	924	0	1
EXOSC7	Tregs	Tirosh	1706	0	1
F13A1	Macrophages	Tirosh	1217	0	1
F2RL3	Endothelial_cells	Tirosh	1336	0	1
F3	CAFs	Tirosh	1440	0	1
F8	Endothelial_cells	Tirosh	1363	0	1
FABP4	Endothelial_cells	Tirosh	1316	0	1
FAIM3	B_cells_memory	LM22	82	1	0
FAIM3	B_cells_naive	LM22	21	2	0
FAIM3	CD4_memory_rest_Tcells	LM22	314	2	0
FAIM3	CD4_naive_Tcells	LM22	256	2	0
FAIM3	CD8_Tcells	LM22	192	2	0
FAIM3	Tcells_helper	LM22	412	1	0
FAM110A	Tregs	Tirosh	1543	0	1
FAM124B	Blast_cells_rest	LM22	967	0	1
FAM129C	Bcells	Tirosh	1194	0	1
FAM174B	Blast_cells_rest	LM22	968	0	1
FAM198B	DC_resting	LM22	883	1	0
FAM198B	Macrophages_M0	LM22	760	2	0
FAM198B	Macrophages_M2	LM22	842	2	0
FAM198B	Monocytes	LM22	709	1	0
FAM212B	Neutrophils	LM22	1102	0	1
FAM65B	B_cells_memory	LM22	83	0	1
FAP	CAFs	Tirosh	1397	1	1
FAP	CAFs	S3_Schelker	1765	1	1
FAP5	CAFs	Tirosh	1416	0	1
FASLG	NK_activated	LM22	647	0	1
FBLN1	CAFs	Tirosh	1425	0	1
FBLN5	CAFs	Tirosh	1430	0	1
FBN1	CAFs	Tirosh	1459	0	1
FBXL8	CD4_memory_rest_Tcells	LM22	315	0	1
FBXW5	Tregs	Tirosh	1581	0	1
FCAR	Neutrophils	Danaher	1866	0	1
FCER1A	Blast_cells_activated	LM22	1004	1	0
FCER1A	Blast_cells_rest	LM22	969	2	0
FCER1A	DC_resting	LM22	884	1	0
FCER1A	DC	seurat	1823	0	1
FCER1G	Macrophages	Tirosh	1216	0	1
FCER2	B_cells_naive	LM22	22	1	0
FCER2	DC_resting	LM22	885	1	0
FCGR1A	Macrophages	Tirosh	1243	0	1
FCGR1B	Macrophages	Tirosh	1254	0	1
FCGR1C	Macrophages	Tirosh	1238	0	1
FCGR2A	Macrophages	Tirosh	1274	0	1
FCGR2B	B_cells_memory	LM22	84	1	1
FCGR2B	B_cells_naive	LM22	23	1	1
FCGR3A	Macrophages	Tirosh	1235	1	0
FCGR3A	Macrophages_Monocyte	S3_Schelker	1750	2	0
FCGR3A	NKC	S3_Schelker	1754	1	0
FCGR3B	Neutrophils	LM22	1103	1	0
FCGR3B	NKC	S3_Schelker	1755	1	0
FCGR3B	Neutrophils	Danaher	1867	1	0
FCN1	Monocytes	LM22	710	0	1
FCRL1	Bcells	Tirosh	1186	0	1
FCRL2	B_cells_memory	LM22	85	1	1
FCRL2	B_cells_naive	LM22	24	2	1
FCRL2	Plasma_cells	LM22	134	1	1
FCRL2	Bcells	Danaher	1829	1	0
FCRL3	Tregs	Tirosh	1700	0	1
FCRLA	Bcells	Tirosh	1208	0	1
FES	Macrophages_M2	LM22	843	1	1
FES	Monocytes	LM22	711	1	1
FFAR2	Eosinophils	LM22	1046	1	0
FFAR2	Neutrophils	LM22	1104	1	0
FGF7	CAFs	Tirosh	1412	0	1
FGL2	Macrophages	Tirosh	1270	0	1
FGR	Macrophages	Tirosh	1296	0	1
FHL2	CAFs	Tirosh	1484	0	1
FKBP1A	Tregs	Tirosh	1672	0	1
FLJ13197	CD4_naive_Tcells	LM22	257	0	1
FLT3LG	CD4_memory_rest_Tcells	LM22	316	1	0
FLT3LG	CD4_naive_Tcells	LM22	258	2	0
FLT3LG	CD8_Tcells	LM22	193	1	0
FLT4	Endothelial_cells	Tirosh	1319	0	1
FLVCR2	DC_resting	LM22	886	0	1
FOSB	Monocytes	LM22	712	1	0
FOSB	Tcells_helper	LM22	413	1	0
FOXP3	Tcells_reg	LM22	473	1	0
FOXP3	Tregs	Tirosh	1486	2	1
FOXP3	Tregs	S3_Schelker	1738	2	1
FOXP3	Tregs	Ramin	1801	1	1
FOXP3	Tregs	Danaher	1884	1	0
FPR1	Macrophages	Tirosh	1222	1	1
FPR1	Monocytes	LM22	713	2	1
FPR1	Neutrophils	LM22	1105	1	1
FPR1	Neutrophils	Danaher	1868	1	0
FPR2	Neutrophils	LM22	1106	0	1
FPR3	DC_activated	LM22	925	1	0
FPR3	DC_resting	LM22	887	2	0
FPR3	Macrophages	Tirosh	1226	1	1
FRK	B_cells_memory	LM22	86	1	1
FRK	B_cells_naive	LM22	25	1	1
FRMD4A	Macrophages_M2	LM22	844	0	1
FRMD8	Tcells_reg	LM22	474	0	1
FTL	Macrophages	Tirosh	1292	1	0
FTL	Tregs	Tirosh	1534	1	0
FXYD6	Endothelial_cells	Tirosh	1389	0	1
FYN	Tcells	Tirosh	1168	0	1
FZD2	DC_resting	LM22	888	1	0
FZD2	Macrophages_M2	LM22	845	2	0
FZD2	Monocytes	LM22	714	1	0
FZD3	Tcells_helper	LM22	414	0	1
GABARAP	Tregs	Tirosh	1546	0	1
GABARAPL2	Tregs	Tirosh	1572	0	1
GAL3ST4	CD4_naive_Tcells	LM22	259	0	1
GALM	Tregs	Tirosh	1692	0	1
GALR1	CD4_naive_Tcells	LM22	260	0	1
GATA3	Tregs	Tirosh	1723	0	1
GBP2	Tregs	Tirosh	1498	0	1
GBP4	Tregs	Tirosh	1660	0	1
GBP5	Tregs	Tirosh	1490	0	1
GCHFR	Tregs	Tirosh	1538	0	1
GFI1	Blast_cells_rest	LM22	970	1	0
GFI1	NK_resting	LM22	591	2	0
GFI1	Tcells_gamma_delta	LM22	535	1	0
GFOD2	Endothelial_cells	Tirosh	1372	0	1
GFPT2	CAFs	Tirosh	1436	0	1
GGT5	Macrophages_M1	LM22	798	1	1
GGT5	Macrophages_M2	LM22	846	1	1
GIPR	Eosinophils	LM22	1047	0	1
GK	Macrophages	Tirosh	1297	0	1
GLRX	Tregs	Tirosh	1573	0	1
GLUL	Macrophages	Tirosh	1295	0	1
GNG11	Endothelial_cells	Tirosh	1375	0	1
GNG5	Tregs	Tirosh	1702	0	1
GNG7	B_cells_memory	LM22	87	1	1
GNG7	Plasma_cells	LM22	135	1	1
GNLY	CD8_Tcells	LM22	194	1	0
GNLY	NK_activated	LM22	648	2	0
GNLY	NK_resting	LM22	592	2	0
GNLY	Tcells_gamma_delta	LM22	536	1	0
GNLY	Cytotoxic_cells	Danaher	1838	1	0
GNPTAB	Tregs	Tirosh	1689	0	1
GPC4	Macrophages_M0	LM22	761	0	1
GPR1	CD4_naive_Tcells	LM22	261	1	0
GPR1	Tcells_reg	LM22	475	1	0
GPR116	Endothelial_cells	Tirosh	1335	0	1
GPR146	Endothelial_cells	Tirosh	1339	0	1
GPR171	CD4_memory_act_Tcells	LM22	370	1	0
GPR171	CD4_memory_rest_Tcells	LM22	317	2	0
GPR171	CD8_Tcells	LM22	195	2	0
GPR171	NK_activated	LM22	649	2	0
GPR171	Tcells_gamma_delta	LM22	537	2	0
GPR171	Tcells_reg	LM22	476	1	0
GPR18	B_cells_memory	LM22	88	1	0
GPR18	B_cells_naive	LM22	26	2	0
GPR18	NK_activated	LM22	650	2	0
GPR18	Tcells_gamma_delta	LM22	538	1	0
GPR183	Eosinophils	LM22	1048	0	1
GPR19	CD4_memory_act_Tcells	LM22	371	1	0
GPR19	Tcells_helper	LM22	415	2	0
GPR19	Tcells_reg	LM22	477	1	0
GPR25	CD4_memory_rest_Tcells	LM22	318	1	0
GPR25	Plasma_cells	LM22	136	1	0
GPR65	Eosinophils	LM22	1049	0	1
GPR97	Eosinophils	LM22	1050	1	0
GPR97	Neutrophils	LM22	1107	1	0
GPS2	Tregs	Tirosh	1628	0	1
GPX1	Macrophages	Tirosh	1299	1	0
GPX1	Tregs	Tirosh	1633	1	0
GRAP2	CD4_memory_rest_Tcells	LM22	319	1	0
GRAP2	CD4_naive_Tcells	LM22	262	2	0
GRAP2	CD8_Tcells	LM22	196	2	0
GRAP2	NK_activated	LM22	651	1	0
GSTT1	Macrophages_M2	LM22	847	0	1
GUSBP11	B_cells_memory	LM22	89	1	1
GUSBP11	B_cells_naive	LM22	27	2	1
GUSBP11	Plasma_cells	LM22	137	1	1
GYPE	Tcells_gamma_delta	LM22	539	0	1
GZMA	CD4_memory_rest_Tcells	LM22	320	1	1
GZMA	CD8_Tcells	LM22	197	2	1
GZMA	CD8_Tcells	Ramin	1801	2	1
GZMA	NK_activated	LM22	652	2	1
GZMA	NK_resting	LM22	593	2	1
GZMA	Tcells_gamma_delta	LM22	540	1	1
GZMA	Cytotoxic_cells	Danaher	1839	1	0
GZMB	Blast_cells_activated	LM22	1005	1	1
GZMB	CD4_memory_act_Tcells	LM22	372	2	1
GZMB	CD8_Tcells	LM22	198	2	1
GZMB	CD8_Tcells	Ramin	1801	2	1
GZMB	NK_activated	LM22	653	2	1
GZMB	NK_resting	LM22	594	2	1
GZMB	Tcells_gamma_delta	LM22	541	1	1
GZMB	Cytotoxic_cells	Danaher	1840	1	0
GZMH	CD8_Tcells	LM22	199	1	1
GZMH	NK_activated	LM22	654	2	1
GZMH	NK_resting	LM22	595	2	1
GZMH	Tcells_gamma_delta	LM22	542	1	1
GZMH	Cytotoxic_cells	Danaher	1841	1	0
GZMK	CD4_memory_rest_Tcells	LM22	321	1	1
GZMK	CD8_Tcells	LM22	200	2	1
GZMK	NK_resting	LM22	596	2	1
GZMK	Tcells	Tirosh	1148	2	1
GZMK	Tcells_gamma_delta	LM22	543	1	1
GZMM	CD4_memory_rest_Tcells	LM22	322	1	1
GZMM	CD4_naive_Tcells	LM22	263	2	1
GZMM	CD8_Tcells	LM22	201	2	1
GZMM	NK_activated	LM22	655	2	1
GZMM	NK_resting	LM22	597	2	1
GZMM	Tcells_gamma_delta	LM22	544	2	1
GZMM	Tcells_helper	LM22	416	2	1
GZMM	Tcells_reg	LM22	478	1	1
HAL	Neutrophils	LM22	1108	0	1
HAPLN3	Endothelial_cells	Tirosh	1395	1	1
HAPLN3	Tregs	Tirosh	1594	1	1
HAVCR2	Tcells_exhausted	Ramin	1801	0	1
HCK	Macrophages	Tirosh	1246	1	1
HCK	Monocytes	LM22	715	1	1
HDC	Blast_cells_activated	LM22	1006	1	1
HDC	Blast_cells_rest	LM22	971	1	1
HDC	Mast_cells	Danaher	1861	1	0
HERC2P2	Endothelial_cells	Tirosh	1376	0	1
HERC2P9	Endothelial_cells	Tirosh	1378	0	1
HERPUD1	Tregs	Tirosh	1671	0	1
HESX1	DC_activated	LM22	926	1	0
HESX1	Macrophages_M1	LM22	799	1	0
HHEX	B_cells_memory	LM22	90	1	1
HHEX	B_cells_naive	LM22	28	1	1
HIC1	Tcells_reg	LM22	479	0	1
HIST1H2AE	Plasma_cells	LM22	138	0	1
HIST1H2BG	Plasma_cells	LM22	139	0	1
HK3	Macrophages	Tirosh	1230	1	1
HK3	Macrophages_M0	LM22	762	2	1
HK3	Monocytes	LM22	716	1	1
HLA-DMA	Tregs	Tirosh	1645	0	1
HLA-DOB	B_cells_memory	LM22	91	1	1
HLA-DOB	B_cells_naive	LM22	29	2	1
HLA-DOB	Bcells	Tirosh	1192	2	1
HLA-DOB	Plasma_cells	LM22	140	1	0
HLA-DPA1	Tregs	Tirosh	1579	0	1
HLA-DQA1	DC_resting	LM22	889	0	1
HLA-DRB1	Tregs	Tirosh	1615	0	1
HMGB3P30	Tcells_reg	LM22	480	0	1
HNMT	Monocytes	LM22	717	0	1
HOXA1	Blast_cells_activated	LM22	1007	0	1
HPGDS	Blast_cells_activated	LM22	1008	1	1
HPGDS	Blast_cells_rest	LM22	972	1	1
HPRT1	Tregs	Tirosh	1661	0	1
HPSE	Monocytes	LM22	718	0	1
HRH1	Macrophages_M2	LM22	848	0	1
HSD11B1	DC	Danaher	1849	0	1
HSD17B10	Tregs	Tirosh	1686	0	1
HSPA1A	Tregs	Tirosh	1516	0	1
HSPA6	Neutrophils	LM22	1109	0	1
HSPG2	Endothelial_cells	Tirosh	1386	0	1
HTATIP2	Tregs	Tirosh	1716	0	1
HTR2B	DC_activated	LM22	927	1	0
HTR2B	Macrophages_M2	LM22	849	1	0
HVCN1	Bcells	Tirosh	1201	0	1
HYAL2	Endothelial_cells	Tirosh	1318	0	1
ICA1	Tcells_helper	LM22	417	0	1
ICOS	CD4_memory_act_Tcells	LM22	373	1	0
ICOS	CD4_memory_rest_Tcells	LM22	323	2	0
ICOS	CD4_naive_Tcells	LM22	264	2	0
ICOS	CD8_Tcells	LM22	202	2	0
ICOS	Tcells_activated	Ramin	1801	2	1
ICOS	Tcells_helper	LM22	418	2	0
ICOS	Tcells_reg	LM22	481	2	0
ICOS	Tregs	Tirosh	1551	1	1
ID1	Endothelial_cells	Tirosh	1347	0	1
IDO1	DC_activated	LM22	928	1	0
IDO1	Macrophages_M1	LM22	800	1	0
IFI30	Macrophages	Tirosh	1251	0	1
IFI44L	DC_activated	LM22	929	1	0
IFI44L	Macrophages_M1	LM22	801	1	0
IFI6	Tregs	Tirosh	1492	0	1
IFNA10	B_cells_memory	LM22	92	0	1
IFNG	CD4_memory_act_Tcells	LM22	374	1	0
IFNG	NK_activated	LM22	656	1	0
IGF2	CAFs	Tirosh	1435	0	1
IGFBP5	CAFs	Tirosh	1462	0	1
IGFBP6	CAFs	Tirosh	1424	0	1
IGHD	B_cells_memory	LM22	93	1	1
IGHD	B_cells_naive	LM22	30	2	1
IGHD	Plasma_cells	LM22	141	1	1
IGHE	Plasma_cells	LM22	142	0	1
IGHM	B_cells_memory	LM22	94	1	1
IGHM	B_cells_naive	LM22	31	2	1
IGHM	Plasma_cells	LM22	143	1	1
IGKC	B_cells_memory	LM22	95	1	0
IGKC	B_cells_naive	LM22	32	2	0
IGKC	CD8_Tcells	LM22	203	2	0
IGKC	Plasma_cells	LM22	144	1	0
IGLL3P	B_cells_memory	LM22	96	1	1
IGLL3P	B_cells_naive	LM22	33	2	1
IGLL3P	Bcells	Tirosh	1185	2	1
IGLL3P	Plasma_cells	LM22	145	1	1
IGSF6	DC_resting	LM22	890	1	0
IGSF6	Macrophages	Tirosh	1224	2	1
IGSF6	Macrophages_M0	LM22	763	2	1
IGSF6	Monocytes	LM22	719	2	0
IGSF6	Neutrophils	LM22	1110	1	0
IKZF2	Tregs	Tirosh	1632	0	1
IL10	NK	Ramin	1801	0	1
IL10RA	Tregs	Tirosh	1517	0	1
IL12B	DC_activated	LM22	930	0	1
IL12RB2	CD4_memory_act_Tcells	LM22	375	1	0
IL12RB2	NK_activated	LM22	657	2	0
IL12RB2	NK_resting	LM22	598	1	0
IL17A	CD4_memory_act_Tcells	LM22	376	0	1
IL18	Macrophages	Tirosh	1269	0	1
IL18R1	Blast_cells_activated	LM22	1009	1	0
IL18R1	Blast_cells_rest	LM22	973	2	0
IL18R1	Eosinophils	LM22	1051	2	0
IL18R1	NK_activated	LM22	658	2	0
IL18R1	NK_resting	LM22	599	1	0
IL18RAP	Eosinophils	LM22	1052	1	0
IL18RAP	Neutrophils	LM22	1111	2	0
IL18RAP	NK_activated	LM22	659	2	0
IL18RAP	NK_resting	LM22	600	2	0
IL18RAP	Tcells_gamma_delta	LM22	545	1	0
IL1A	Blast_cells_activated	LM22	1010	0	1
IL1B	Blast_cells_activated	LM22	1011	0	1
IL1R2	Tregs	Tirosh	1575	0	1
IL1RL1	Blast_cells_activated	LM22	1012	1	0
IL1RL1	Eosinophils	LM22	1053	1	0
IL21	Tcells_helper	LM22	419	0	1
IL21R	NK_CD56dim_cells	Danaher	1870	0	1
IL26	CD4_memory_act_Tcells	LM22	377	0	1
IL2RA	CD4_memory_act_Tcells	LM22	378	1	0
IL2RA	DC_activated	LM22	931	2	0
IL2RA	Macrophages_M1	LM22	802	2	0
IL2RA	Tcells_reg	LM22	482	2	0
IL2RA	Tregs	Tirosh	1485	2	1
IL2RA	Tregs	Ramin	1801	1	1
IL2RB	NK_activated	LM22	660	1	0
IL2RB	NK_resting	LM22	601	2	0
IL2RB	Tcells	Tirosh	1154	2	0
IL2RB	Tcells_gamma_delta	LM22	546	2	0
IL2RB	Tcells_reg	LM22	483	2	0
IL2RB	Tregs	Tirosh	1505	1	0
IL2RG	Tregs	Tirosh	1553	0	1
IL3	Blast_cells_activated	LM22	1013	1	0
IL3	CD4_memory_act_Tcells	LM22	379	1	0
IL32	Tcells	Tirosh	1172	1	1
IL32	Tregs	Tirosh	1503	1	1
IL3RA	DC	S3_Schelker	1751	1	0
IL3RA	DC	Ramin	1801	2	0
IL3RA	Endothelial_cells	Tirosh	1354	2	0
IL3RA	NK	Ramin	1801	2	0
IL3RA	Tregs	S3_Schelker	1739	1	0
IL4	CD4_memory_act_Tcells	LM22	380	0	1
IL4I1	Macrophages	Tirosh	1247	0	1
IL4R	B_cells_naive	LM22	34	0	1
IL5	Blast_cells_activated	LM22	1014	0	1
IL5RA	Eosinophils	LM22	1054	0	1
IL7	B_cells_memory	LM22	97	0	1
IL7R	CD4_memory_rest_Tcells	LM22	324	1	0
IL7R	CD4_naive_Tcells	LM22	265	2	0
IL7R	CD8_Tcells	LM22	204	1	0
IL9	CD4_memory_act_Tcells	LM22	381	0	1
IRF2	Tregs	Tirosh	1676	0	1
IRF8	B_cells_memory	LM22	98	1	1
IRF8	B_cells_naive	LM22	35	2	1
IRF8	Bcells	Tirosh	1207	1	1
IRF9	Tregs	Tirosh	1644	0	1
ISG15	Tregs	Tirosh	1535	0	1
ISG20	Tregs	Tirosh	1607	0	1
ISLR	CAFs	Tirosh	1409	0	1
ITGAM	Macrophages	Tirosh	1288	0	1
ITGAX	DC	Ramin	1801	1	0
ITGAX	Macrophages	Tirosh	1278	1	1
ITGB1	Endothelial_cells	Bin	1774	0	1
ITGB4	Endothelial_cells	Tirosh	1368	0	1
ITK	CD4_memory_rest_Tcells	LM22	325	1	0
ITK	CD4_naive_Tcells	LM22	266	2	0
ITK	CD8_Tcells	LM22	205	2	0
ITK	Tcells	Tirosh	1149	2	1
ITK	Tcells_helper	LM22	420	2	0
ITK	Tcells_reg	LM22	484	1	0
JUP	Endothelial_cells	Tirosh	1337	0	1
KCNA3	Plasma_cells	LM22	146	0	1
KCNG2	Plasma_cells	LM22	147	0	1
KCNN4	Tregs	Tirosh	1713	0	1
KDR	Endothelial_cells	Tirosh	1312	0	1
KIAA0125	Bcells	Danaher	1830	0	1
KIAA0226L	B_cells_memory	LM22	99	1	1
KIAA0226L	B_cells_naive	LM22	36	2	1
KIAA0226L	Bcells	Tirosh	1205	1	1
KIAA0754	Macrophages_M1	LM22	803	0	1
KIR2DL1	NK_activated	LM22	661	1	1
KIR2DL1	NK_resting	LM22	602	1	1
KIR2DL3	NK_CD56dim_cells	Danaher	1871	0	1
KIR2DL4	NK_activated	LM22	662	0	1
KIR2DS4	NK_activated	LM22	663	0	1
KIR3DL1	NK_CD56dim_cells	Danaher	1872	0	1
KIR3DL2	NK_activated	LM22	664	1	1
KIR3DL2	NK_resting	LM22	603	1	1
KIR3DL2	NK_CD56dim_cells	Danaher	1873	1	0
KIRREL	Tcells_reg	LM22	485	0	1
KLRB1	CD4_memory_rest_Tcells	LM22	326	1	0
KLRB1	CD8_Tcells	LM22	206	2	0
KLRB1	NK_activated	LM22	665	2	0
KLRB1	NK_resting	LM22	604	2	0
KLRB1	NKC	S3_Schelker	1757	2	0
KLRB1	Tcells_gamma_delta	LM22	547	2	0
KLRB1	Tcells_helper	LM22	421	1	0
KLRB1	Cytotoxic_cells	Danaher	1842	1	0
KLRC1	NKC	S3_Schelker	1758	0	1
KLRC3	CD8_Tcells	LM22	207	1	0
KLRC3	NK_activated	LM22	666	2	0
KLRC3	NK_resting	LM22	605	1	0
KLRC4	CD8_Tcells	LM22	208	1	0
KLRC4	NK_resting	LM22	606	1	0
KLRD1	CD8_Tcells	LM22	209	1	0
KLRD1	NK_activated	LM22	667	2	0
KLRD1	NK_resting	LM22	607	2	0
KLRD1	NKC	S3_Schelker	1759	2	1
KLRD1	Tcells_gamma_delta	LM22	548	1	0
KLRD1	Cytotoxic_cells	Danaher	1843	1	0
KLRF1	CD8_Tcells	LM22	210	1	0
KLRF1	NK_activated	LM22	668	2	0
KLRF1	NK_resting	LM22	608	2	0
KLRF1	NKC	S3_Schelker	1760	1	1
KLRG1	Tcells_gamma_delta	LM22	549	0	1
KLRK1	CD8_Tcells	LM22	211	1	0
KLRK1	NK_activated	LM22	669	2	0
KLRK1	NK_resting	LM22	609	2	0
KLRK1	NKC	S3_Schelker	1761	2	0
KLRK1	Tcells	Tirosh	1156	2	0
KLRK1	Tcells_gamma_delta	LM22	550	1	0
KLRK1	Cytotoxic_cells	Danaher	1844	1	0
KRT18P50	Tcells_gamma_delta	LM22	551	0	1
KYNU	DC_activated	LM22	932	1	0
KYNU	Macrophages_M1	LM22	804	1	0
LAG3	CD4_memory_act_Tcells	LM22	382	1	0
LAG3	CD8_Tcells	LM22	212	2	0
LAG3	Macrophages_M1	LM22	805	2	0
LAG3	Tcells_exhausted	Ramin	1801	2	0
LAG3	Tcells_gamma_delta	LM22	552	2	0
LAG3	Tcells_helper	LM22	422	1	0
LAG3	CD8_Exhausted	Danaher	1852	1	0
LAIR2	Tcells_reg	LM22	486	1	1
LAIR2	Tregs	Tirosh	1513	1	1
LAMP3	DC_activated	LM22	933	1	0
LAMP3	Lung_specific	Protein_atlas	1780	2	0
LAMP3	Macrophages_M1	LM22	806	1	0
LASP1	Tregs	Tirosh	1584	0	1
LAT	CD4_naive_Tcells	LM22	267	1	0
LAT	Tcells	Tirosh	1160	2	1
LAT	Tcells_gamma_delta	LM22	553	2	0
LAT	Tcells_helper	LM22	423	1	0
LCK	CD4_memory_act_Tcells	LM22	383	1	0
LCK	CD4_memory_rest_Tcells	LM22	327	2	0
LCK	CD4_naive_Tcells	LM22	268	2	0
LCK	CD8_Tcells	LM22	213	2	0
LCK	NK_activated	LM22	670	2	0
LCK	NK_resting	LM22	610	2	0
LCK	Tcells	Tirosh	1169	2	1
LCK	Tcells_gamma_delta	LM22	554	2	0
LCK	Tcells_helper	LM22	424	2	0
LCK	Tcells_reg	LM22	487	1	0
LDB2	Endothelial_cells	Tirosh	1345	0	1
LEF1	CD4_memory_rest_Tcells	LM22	328	1	0
LEF1	CD4_naive_Tcells	LM22	269	2	0
LEF1	CD8_Tcells	LM22	214	2	0
LEF1	Tcells_helper	LM22	425	1	0
LGALS1	Tregs	Tirosh	1495	0	1
LGALS3	Tregs	Tirosh	1569	0	1
LHCGR	Tcells_gamma_delta	LM22	555	0	1
LILRA1	Macrophages	Tirosh	1228	0	1
LILRA2	Monocytes	LM22	720	1	0
LILRA2	Neutrophils	LM22	1112	1	0
LILRA3	Macrophages_M1	LM22	807	1	0
LILRA3	Monocytes	LM22	721	1	0
LILRA4	Tcells_reg	LM22	488	0	1
LILRA5	Macrophages	Tirosh	1249	0	1
LILRA6	Macrophages	Tirosh	1255	0	1
LILRB2	Macrophages	Tirosh	1241	1	1
LILRB2	Macrophages_M1	LM22	808	2	0
LILRB2	Monocytes	LM22	722	2	0
LILRB2	Neutrophils	LM22	1113	1	0
LILRB4	Macrophages	Tirosh	1225	0	1
LIME1	CD4_memory_rest_Tcells	LM22	329	1	0
LIME1	CD4_naive_Tcells	LM22	270	2	0
LIME1	CD8_Tcells	LM22	215	2	0
LIME1	Plasma_cells	LM22	148	1	0
LIMS3	Endothelial_cells	Tirosh	1381	0	1
LINC00152	Tregs	Tirosh	1524	0	1
LINC00597	Blast_cells_activated	LM22	1015	0	1
LINC00921	B_cells_naive	LM22	37	0	1
LIPA	Macrophages	Tirosh	1293	0	1
LOC100130100	Plasma_cells	LM22	149	0	1
LOC126987	Tcells_reg	LM22	489	0	1
LOX	CAFs	Tirosh	1444	0	1
LPAR1	CAFs	Tirosh	1421	0	1
LRMP	Eosinophils	LM22	1055	0	1
LRRC25	Macrophages	Tirosh	1261	0	1
LRRN4	Lung_specific	Protein_atlas	1781	0	1
LSP1	Tregs	Tirosh	1557	0	1
LST1	Macrophages	Tirosh	1248	1	0
LST1	Monocytes	LM22	723	2	0
LST1	Neutrophils	LM22	1114	1	0
LTA	CD4_memory_act_Tcells	LM22	384	1	0
LTA	NK_activated	LM22	671	2	0
LTA	Tcells_helper	LM22	426	1	0
LTB	B_cells_memory	LM22	100	1	0
LTB	B_cells_naive	LM22	38	2	0
LTB	CD4_memory_rest_Tcells	LM22	330	2	0
LTB	CD4_naive_Tcells	LM22	271	2	0
LTB	CD8_Tcells	LM22	216	2	0
LTB	NK_activated	LM22	672	2	0
LTB	Tcells_reg	LM22	490	2	0
LTB	Tregs	Tirosh	1514	1	0
LTBP2	CAFs	Tirosh	1476	0	1
LTC4S	Blast_cells_rest	LM22	974	0	1
LUM	CAFs	Tirosh	1406	0	1
LY6E	Tregs	Tirosh	1536	0	1
LY86	B_cells_memory	LM22	101	1	1
LY86	B_cells_naive	LM22	39	1	1
LY9	CD4_memory_rest_Tcells	LM22	331	1	0
LY9	CD4_naive_Tcells	LM22	272	2	0
LY9	CD8_Tcells	LM22	217	2	0
LY9	Tcells_gamma_delta	LM22	556	1	0
